Id	Score	URL	NormURL	ContentSpace
coffee-tea	0.410158	http://blommi.com/blueberry-oatmeal-breakfast-cookies/	http://blommi.com/blueberry-oatmeal-breakfast-cookies/	Sovrn
fruits-vegetables	0.557619	http://cookiemonstercooking.com/2013/08/28/end-summer-housewarming-party/	http://cookiemonstercooking.com/2013/08/28/end-summer-housewarming-party/	Sovrn
summer	0.557353	http://cookiemonstercooking.com/2013/08/28/end-summer-housewarming-party/	http://cookiemonstercooking.com/2013/08/28/end-summer-housewarming-party/	Sovrn
home	0.632956	http://designdininganddiapers.com/2014/11/gorgeous-furniture-makeovers/	http://designdininganddiapers.com/2014/11/gorgeous-furniture-makeovers/	Sovrn
healthy-living	0.568466	http://discovermagazine.com/2001/feb/breakrevive	http://discovermagazine.com/2001/feb/breakrevive	Sovrn
retail	0.631489	http://dontwastethecrumbs.com/2012/11/6-tips-for-eating-healthy-while-away-from-home/	http://dontwastethecrumbs.com/2012/11/6-tips-for-eating-healthy-while-away-from-home/	Sovrn
business	0.645264	http://elizabethbryant.blogspot.com/2009/02/goals.html	http://elizabethbryant.blogspot.com/2009/02/goals.html	Sovrn
education	0.566839	http://fallout.wikia.com/wiki/X-8:_High_School_Horror!	http://fallout.wikia.com/wiki/X-8:_High_School_Horror!	Sovrn
technology	0.656728	http://harrypotter.wikia.com/wiki/Plot_to_murder_Peter_Pettigrew	http://harrypotter.wikia.com/wiki/Plot_to_murder_Peter_Pettigrew	Sovrn
government-law	0.590408	http://michaelanoelledesigns.blogspot.com/2010/12/mantel-pine-cones-noel-snow.html	http://michaelanoelledesigns.blogspot.com/2010/12/mantel-pine-cones-noel-snow.html	Sovrn
winter-holidays	0.717744	http://onepiece.wikia.com/wiki/Chapter_756	http://onepiece.wikia.com/wiki/Chapter_756	Sovrn
fruits-vegetables	0.440176	http://pocketchangegourmet.com/category/breakfast-brunch/	http://pocketchangegourmet.com/category/breakfast-brunch/	Sovrn
industries	0.493907	http://sportspyder.com/players/13747-evan-scribner/news	http://sportspyder.com/players/13747-evan-scribner/news	Sovrn
industries	0.476329	http://starcasm.net/archives/233090	http://starcasm.net/archives/233090	Sovrn
personal-relationships	0.491392	http://theweek.com/article/index/232372/semen-natures-antidepressant	http://theweek.com/article/index/232372/semen-natures-antidepressant	Sovrn
women-s-health	0.474225	http://theweek.com/article/index/272942/boston-has-a-suspected-ebola-case	http://theweek.com/article/index/272942/boston-has-a-suspected-ebola-case	Sovrn
society	0.612018	http://theweek.com/speedreads/index/272937/speedreads-woman-sues-bill-cosby-saying-he-sexually-assaulted-her-when-she-was-15	http://theweek.com/speedreads/index/272937/speedreads-woman-sues-bill-cosby-saying-he-sexually-assaulted-her-when-she-was-15	Sovrn
u-s-states	0.426172	http://worthly.com/person/candy-spelling/	http://worthly.com/person/candy-spelling/	Sovrn
oscars	0.882208	http://worthly.com/person/nick-nolte/	http://worthly.com/person/nick-nolte/	Sovrn
society	0.585665	http://3boysandadog.com/2012/02/minnies-skinny-spaghetti-pie-recipe/	http://3boysandadog.com/2012/02/minnies-skinny-spaghetti-pie-recipe/	Sovrn
recipes	0.798062	http://3boysandadog.com/2013/07/tailgating-recipes-and-giveaway/	http://3boysandadog.com/2013/07/tailgating-recipes-and-giveaway/	Sovrn
fashion-models	0.562102	http://411mania.com/movies/movies-nathalie-emmanuel-joins-fast-furious-7-cast/	http://411mania.com/movies/movies-nathalie-emmanuel-joins-fast-furious-7-cast/	Sovrn
consumer-electronics	0.573907	http://lafayettemugshots.com/mug/thomas-w-roberts	http://lafayettemugshots.com/mug/thomas-w-roberts	Sovrn
celebrities	0.649416	http://newsbusters.org/blogs/tom-blumer/2014/12/02/wapo-foreign-affairs-writer-digs-lautens-juvie-record-college-writings	http://newsbusters.org/blogs/tom-blumer/2014/12/02/wapo-foreign-affairs-writer-digs-lautens-juvie-record-college-writings	Sovrn
retail	0.523018	http://newsbusters.org/blogs/tom-blumer/2014/12/02/wapo-foreign-affairs-writer-digs-lautens-juvie-record-college-writings	http://newsbusters.org/blogs/tom-blumer/2014/12/02/wapo-foreign-affairs-writer-digs-lautens-juvie-record-college-writings	Sovrn
airlines	0.485519	http://rockfordmugshots.com/mug/joshua-western	http://rockfordmugshots.com/mug/joshua-western	Sovrn
healthy-living	0.502809	http://slader.com/textbook/9780547212906-larson-calculus-ap-edition-9th-edition/255/	http://slader.com/textbook/9780547212906-larson-calculus-ap-edition-9th-edition/255/	Sovrn
consumer-electronics	0.479625	http://sportspyder.com/teams/golden-state-warriors/players	http://sportspyder.com/teams/golden-state-warriors/players	Sovrn
music	0.425327	http://sportspyder.com/teams/oklahoma-city-thunder/articles/13430582	http://sportspyder.com/teams/oklahoma-city-thunder/articles/13430582	Sovrn
reality-television	0.670312	http://starcasm.net/archives/8122	http://starcasm.net/archives/8122	Sovrn
recreation	0.93575	http://starcasm.net/archives/category/celebrities/janelle-brown	http://starcasm.net/archives/category/celebrities/janelle-brown	Sovrn
u-s-states	0.866481	http://starcasm.net/archives/category/celebrities/janelle-brown	http://starcasm.net/archives/category/celebrities/janelle-brown	Sovrn
art	0.507333	http://starcasm.net/archives/category/celebrities/janelle-brown	http://starcasm.net/archives/category/celebrities/janelle-brown	Sovrn
humanities	0.417144	http://411mania.com/wrestling/latest-on-wwes-plans-for-hulk-hogans-return/	http://411mania.com/wrestling/latest-on-wwes-plans-for-hulk-hogans-return/	Sovrn
politics	0.579811	http://411mania.com/wrestling/the-contentious-ten-06-06-11-wrestler-doppelgangers/	http://411mania.com/wrestling/the-contentious-ten-06-06-11-wrestler-doppelgangers/	Sovrn
autos	0.776915	http://necolebitchie.com/category/bitchie-mail-2/	http://necolebitchie.com/category/bitchie-mail-2/	Sovrn
tv	0.778095	http://411mania.com/movies/gossip-new-york-city-police-want-to-talk-with-charlie-sheen/	http://411mania.com/movies/gossip-new-york-city-police-want-to-talk-with-charlie-sheen/	Sovrn
outdoor-adventure	0.497834	http://necolebitchie.com/2010/03/demi-moore-pissed-at-kim-kardashian-for-use-of-the-word-pimpin/	http://necolebitchie.com/2010/03/demi-moore-pissed-at-kim-kardashian-for-use-of-the-word-pimpin/	Sovrn
family-parenting	0.556779	http://3boysandadog.com/2011/08/fly-guy-books-and-free-printable-activities/	http://3boysandadog.com/2011/08/fly-guy-books-and-free-printable-activities/	Sovrn
finance	0.465041	http://3boysandadog.com/2011/08/fly-guy-books-and-free-printable-activities/	http://3boysandadog.com/2011/08/fly-guy-books-and-free-printable-activities/	Sovrn
travel	0.446893	http://3boysandadog.com/2014/12/the-mommy-club-share-your-resources-and-solutions-176/	http://3boysandadog.com/2014/12/the-mommy-club-share-your-resources-and-solutions-176/	Sovrn
science	0.42197	http://3boysandadog.com/tag/solar-system-printables/	http://3boysandadog.com/tag/solar-system-printables/	Sovrn
finance	0.467804	http://411mania.com/movies/movies-jamie-foxx-talks-about-playing-electro-in-the-amazing-spider-man-2/	http://411mania.com/movies/movies-jamie-foxx-talks-about-playing-electro-in-the-amazing-spider-man-2/	Sovrn
cooking-entertaining	0.405203	http://411mania.com/music/video-miley-cyrus-gets-frosting-smashed-into-her-rack-in-a-low-cut-shirt/	http://411mania.com/music/video-miley-cyrus-gets-frosting-smashed-into-her-rack-in-a-low-cut-shirt/	Sovrn
home	0.405203	http://411mania.com/music/video-miley-cyrus-gets-frosting-smashed-into-her-rack-in-a-low-cut-shirt/	http://411mania.com/music/video-miley-cyrus-gets-frosting-smashed-into-her-rack-in-a-low-cut-shirt/	Sovrn
art	0.43235	http://all-that-is-interesting.com/famous-corpses	http://all-that-is-interesting.com/famous-corpses	Sovrn
technology	0.997961	http://androidspin.com/2012/02/13/guide-build-your-own-android-or-iphone-app-in-minutes-with-ibuildapp-for-free/	http://androidspin.com/2012/02/13/guide-build-your-own-android-or-iphone-app-in-minutes-with-ibuildapp-for-free/	Sovrn
foods	0.968608	http://beyondfrosting.com/2014/01/21/bacon-potato-chip-truffles/	http://beyondfrosting.com/2014/01/21/bacon-potato-chip-truffles/	Sovrn
healthy-living	0.61817	http://beyondfrosting.com/2014/02/21/cinnamon-roll-topped-apple-pie/	http://beyondfrosting.com/2014/02/21/cinnamon-roll-topped-apple-pie/	Sovrn
art	0.507333	http://beyondfrosting.com/2014/03/24/cookie-dough-smores-dip/	http://beyondfrosting.com/2014/03/24/cookie-dough-smores-dip/	Sovrn
natural-foods	0.59055	http://beyondfrosting.com/2014/09/17/bourbon-apple-pie-ice-cream/	http://beyondfrosting.com/2014/09/17/bourbon-apple-pie-ice-cream/	Sovrn
movies	0.861042	http://celebslam.celebuzz.com/category/francesca-eastwood/	http://celebslam.celebuzz.com/category/francesca-eastwood/	Sovrn
photography	0.524773	http://creepypasta.wikia.com/wiki/Blind_Maiden_Website	http://creepypasta.wikia.com/wiki/Blind_Maiden_Website	Sovrn
action-movies	0.671805	http://dudecomedy.com/james-franco-seth-rogen-join-epic-meal-time/	http://dudecomedy.com/james-franco-seth-rogen-join-epic-meal-time/	Sovrn
travel	0.90109	http://fantasyteamadvice.com/nfl-week-14-highlow-players-rb/	http://fantasyteamadvice.com/nfl-week-14-highlow-players-rb/	Sovrn
technology-companies	0.692935	http://funsubstance.com/trending/next/1417569095/	http://funsubstance.com/trending/next/1417569095/	Sovrn
education	0.547273	http://hisugarplum.blogspot.com/2012/06/another-family-drop-spot.html	http://hisugarplum.blogspot.com/2012/06/another-family-drop-spot.html	Sovrn
materials	0.470605	http://howtonestforless.com/2013/07/16/dremel-motosaw-giveaway/	http://howtonestforless.com/2013/07/16/dremel-motosaw-giveaway/	Sovrn
humanities	0.597845	http://izismile.com/2010/04/29/beautiful_women-14.html	http://izismile.com/2010/04/29/beautiful_women-14.html	Sovrn
tv-shows	0.760087	http://newsbusters.org/blogs/curtis-houck/2014/12/02/cbs-and-nbc-ignore-police-investigating-inflammatory-comments-michael	http://newsbusters.org/blogs/curtis-houck/2014/12/02/cbs-and-nbc-ignore-police-investigating-inflammatory-comments-michael	Sovrn
tv	0.446121	http://odili.net/news/source/2014/dec/2/318.html	http://odili.net/news/source/2014/dec/2/318.html	Sovrn
living	0.487091	http://shabbynest.blogspot.com/2011/05/sponsor-giveaway-simplee-vinyl.html	http://shabbynest.blogspot.com/2011/05/sponsor-giveaway-simplee-vinyl.html	Sovrn
basketball	0.578312	http://sportschatplace.com/college-basketball-picks/2014/12/03/western-kentucky-hilltoppers-vs-bowling-green-falcons-12/3/14-college-basketball-pick-odds-and-prediction	http://sportschatplace.com/college-basketball-picks/2014/12/03/western-kentucky-hilltoppers-vs-bowling-green-falcons-12/3/14-college-basketball-pick-odds-and-prediction	Sovrn
luxury	0.410015	http://starcasm.net/archives/133177	http://starcasm.net/archives/133177	Sovrn
movies	0.610969	http://starcasm.net/archives/284070	http://starcasm.net/archives/284070	Sovrn
dining	0.492698	http://sugoits.info/black-white-episode-18-english-subbed/	http://sugoits.info/black-white-episode-18-english-subbed/	Sovrn
winter-holidays	0.778329	http://thecraftpatch.blogspot.com/2014_02_01_archive.html	http://thecraftpatch.blogspot.com/2014_02_01_archive.html	Sovrn
san-francisco-area	0.518866	http://theweek.com/article/index/250335/5-weirdest-naked-college-traditions	http://theweek.com/article/index/250335/5-weirdest-naked-college-traditions	Sovrn
travel	0.834707	http://theweek.com/speedreads/index/272943/speedreads-these-are-the-most-and-least-corrupt-countries-in-the-world	http://theweek.com/speedreads/index/272943/speedreads-these-are-the-most-and-least-corrupt-countries-in-the-world	Sovrn
home	0.404013	http://3boysandadog.com/2013/12/christmas-songs-list/	http://3boysandadog.com/2013/12/christmas-songs-list/	Sovrn
home	0.693434	http://3boysandadog.com/2013/12/elf-counting-christmas-printable-worksheets/	http://3boysandadog.com/2013/12/elf-counting-christmas-printable-worksheets/	Sovrn
actors	0.726948	http://411mania.com/movies/gossip-victim-of-sean-penns-paparazzi-attack-donating-settlement-to-charity/	http://411mania.com/movies/gossip-victim-of-sean-penns-paparazzi-attack-donating-settlement-to-charity/	Sovrn
dem-aaw	0.712104	http://411mania.com/music/michael-jacksons-son-helping-feed-the-world/	http://411mania.com/music/michael-jacksons-son-helping-feed-the-world/	Sovrn
humanities	0.413096	http://all-that-is-interesting.com/craziest-dictators/3	http://all-that-is-interesting.com/craziest-dictators/3	Sovrn
travel	0.953136	http://five.tweettunnel.com/reverse2.php?textfield=madisonnhendrix	http://five.tweettunnel.com/reverse2.php?textfield=madisonnhendrix	Sovrn
technology	0.548894	http://rockfordmugshots.com/mug/colin-denzel-hill-2	http://rockfordmugshots.com/mug/colin-denzel-hill-2	Sovrn
technology	0.412287	http://starcasm.net/archives/4103	http://starcasm.net/archives/4103	Sovrn
art	0.516791	http://starcasm.net/archives/category/tv/big-brother/page/9	http://starcasm.net/archives/category/tv/big-brother/page/9	Sovrn
travel	0.580026	http://totalfratmove.com/mr-kellys-lovehate-relationship-with-new-orleans-tfm/	http://totalfratmove.com/mr-kellys-lovehate-relationship-with-new-orleans-tfm/	Sovrn
manufacturing-engineering	0.540852	http://tweettunnel.com/MichaelSmanchez	http://tweettunnel.com/MichaelSmanchez	Sovrn
tv-shows	0.636487	http://accidentalepicurean.com/category/guides/page/2/	http://accidentalepicurean.com/category/guides/page/2/	Sovrn
humanities	0.480687	http://necolebitchie.com/2012/10/ny-to-la-kanye-kendrick-lamar-j-hud-melanie-fiona-ti-adrienne-bailon-more/screen-shot-2012-10-26-at-8-04-12-am/	http://necolebitchie.com/2012/10/ny-to-la-kanye-kendrick-lamar-j-hud-melanie-fiona-ti-adrienne-bailon-more/screen-shot-2012-10-26-at-8-04-12-am/	Sovrn
society	0.941501	http://3boysandadog.com/2014/10/halloween-printables-addition-worksheets/	http://3boysandadog.com/2014/10/halloween-printables-addition-worksheets/	Sovrn
entertaining	0.777314	http://3boysandadog.com/homemaking-2/	http://3boysandadog.com/homemaking-2/	Sovrn
fashion	0.564803	http://411mania.com/wrestling/411s-wwe-raw-report-1-2-12/	http://411mania.com/wrestling/411s-wwe-raw-report-1-2-12/	Sovrn
technology	0.414708	http://411mania.com/wrestling/former-tna-knockout-taeler-hendrix-discusses-tna-gutcheck-her-romantic-angle-with-heidi-lovelace-in-ovw-more/	http://411mania.com/wrestling/former-tna-knockout-taeler-hendrix-discusses-tna-gutcheck-her-romantic-angle-with-heidi-lovelace-in-ovw-more/	Sovrn
new-york-city	0.801829	http://accidentalepicurean.com/2009/07/the-kichijoji-area-of-greater-tokyo-and-shutters-restaurant/	http://accidentalepicurean.com/2009/07/the-kichijoji-area-of-greater-tokyo-and-shutters-restaurant/	Sovrn
business	0.734167	http://accidentalepicurean.com/2009/07/the-kichijoji-area-of-greater-tokyo-and-shutters-restaurant/	http://accidentalepicurean.com/2009/07/the-kichijoji-area-of-greater-tokyo-and-shutters-restaurant/	Sovrn
natural-foods	0.675503	http://acultivatednest.com/2009/04/how-to-make-compost-tumbler-for-cheap/	http://acultivatednest.com/2009/04/how-to-make-compost-tumbler-for-cheap/	Sovrn
humanities	0.664657	http://acultivatednest.com/2013/05/10-pretty-ideas-for-how-to-upcycle-tea-cups/	http://acultivatednest.com/2013/05/10-pretty-ideas-for-how-to-upcycle-tea-cups/	Sovrn
humanities	0.446959	http://all-that-is-interesting.com/tag/curiosities/	http://all-that-is-interesting.com/tag/curiosities/	Sovrn
healthy-living	0.442917	http://amomwithalessonplan.com/play-in-the-rain-experimenting-with-materials/	http://amomwithalessonplan.com/play-in-the-rain-experimenting-with-materials/	Sovrn
humanities	0.617848	http://androidspin.com/2012/01/10/ces-2012-samsung-intouch-bringing-skype-and-apps-to-your-tv/	http://androidspin.com/2012/01/10/ces-2012-samsung-intouch-bringing-skype-and-apps-to-your-tv/	Sovrn
desserts	0.60662	http://beyondfrosting.com/2013/03/05/triple-chocolate-brownie-cupcakes/	http://beyondfrosting.com/2013/03/05/triple-chocolate-brownie-cupcakes/	Sovrn
consumer-electronics	0.783162	http://beyondfrosting.com/2014/07/30/no-bake-coconut-lime-cheesecake-bars/	http://beyondfrosting.com/2014/07/30/no-bake-coconut-lime-cheesecake-bars/	Sovrn
sugar-sugar-substitutes	0.856447	http://beyondfrosting.com/2014/09/19/maple-apple-pie-cheesecake-bars/	http://beyondfrosting.com/2014/09/19/maple-apple-pie-cheesecake-bars/	Sovrn
sports	0.516028	http://brosome.com/jessica-cediel-will-teach-you-the-meaning-of-uber-sexy/jessica-cediel-lingerie-24/	http://brosome.com/jessica-cediel-will-teach-you-the-meaning-of-uber-sexy/jessica-cediel-lingerie-24/	Sovrn
fruit	0.470595	http://designdininganddiapers.com/category/happyhourparty/page/2/	http://designdininganddiapers.com/category/happyhourparty/page/2/	Sovrn
internet	0.790603	http://diply.com/omg-facts/you-wont-believe-these-absolutely-hilarious-text-pranks-these-people/24095/7?_escaped_fragment_=	http://diply.com/omg-facts/you-wont-believe-these-absolutely-hilarious-text-pranks-these-people/24095/7	Sovrn
technology-companies	0.608443	http://diply.com/omg-facts/you-wont-believe-these-absolutely-hilarious-text-pranks-these-people/24095/7?_escaped_fragment_=	http://diply.com/omg-facts/you-wont-believe-these-absolutely-hilarious-text-pranks-these-people/24095/7	Sovrn
recreation	0.483348	http://es.starwars.wikia.com/wiki/Forma_II:_Makashi	http://es.starwars.wikia.com/wiki/Forma_II:_Makashi	Sovrn
u-s-cities	0.483348	http://es.starwars.wikia.com/wiki/Forma_II:_Makashi	http://es.starwars.wikia.com/wiki/Forma_II:_Makashi	Sovrn
technology	0.522302	http://funnyjunk.com/Tragedy/funny-pictures/5375656/	http://funnyjunk.com/Tragedy/funny-pictures/5375656/	Sovrn
beverages	0.825033	http://lisaiscooking.blogspot.com/2010/04/scallops-with-blood-orange-and-campari.html	http://lisaiscooking.blogspot.com/2010/04/scallops-with-blood-orange-and-campari.html	Sovrn
recreation	0.509608	http://nandooskitchen.blogspot.com/2014/04/ari-vada.html	http://nandooskitchen.blogspot.com/2014/04/ari-vada.html	Sovrn
technology	0.401577	http://screencrush.com/star-wars-episode-7-trailer-attached-avengers-2/	http://screencrush.com/star-wars-episode-7-trailer-attached-avengers-2/	Sovrn
home	0.576759	http://slader.com/textbook/9781133950967-algebra-and-trigonometry-9e/110/exercises/26/	http://slader.com/textbook/9781133950967-algebra-and-trigonometry-9e/110/exercises/26/	Sovrn
amazon-com	0.657732	http://stupideasypaleo.com/2014/12/02/paleo-chicken-sweet-potato-frittata/	http://stupideasypaleo.com/2014/12/02/paleo-chicken-sweet-potato-frittata/	Sovrn
weather	0.438213	http://totalfratmove.com/driver-unknowingly-pulls-out-of-garage-right-into-tornado/	http://totalfratmove.com/driver-unknowingly-pulls-out-of-garage-right-into-tornado/	Sovrn
retail	0.465041	http://3boysandadog.com/2013/12/find-the-letter-e-is-for-elf-christmas-printable-worksheets/	http://3boysandadog.com/2013/12/find-the-letter-e-is-for-elf-christmas-printable-worksheets/	Sovrn
consumer-electronics	0.47478	http://3boysandadog.com/2014/09/learn-the-muscular-system-third-grade-unit-study/	http://3boysandadog.com/2014/09/learn-the-muscular-system-third-grade-unit-study/	Sovrn
home	0.697543	http://411mania.com/mma/411-mma-fact-or-fiction-2-19-14-machidajacare-cormierrashad-more/	http://411mania.com/mma/411-mma-fact-or-fiction-2-19-14-machidajacare-cormierrashad-more/	Sovrn
travel	0.559542	http://411mania.com/mma/georges-st-pierre-says-francis-carmont-doesnt-know-how-good-he-is/	http://411mania.com/mma/georges-st-pierre-says-francis-carmont-doesnt-know-how-good-he-is/	Sovrn
fashion	0.589261	http://411mania.com/mma/the-411-mma-year-end-awards-1-09-14-part-four-the-worst-fights-of-2013/	http://411mania.com/mma/the-411-mma-year-end-awards-1-09-14-part-four-the-worst-fights-of-2013/	Sovrn
footwear	0.642622	http://411mania.com/wrestling/411s-wwe-smackdown-report-1-6-12/	http://411mania.com/wrestling/411s-wwe-smackdown-report-1-6-12/	Sovrn
manufacturing-engineering	0.528286	http://411mania.com/wrestling/411s-wwe-smackdown-report-12-23-11/	http://411mania.com/wrestling/411s-wwe-smackdown-report-12-23-11/	Sovrn
society	0.584136	http://all-that-is-interesting.com/isis-murders	http://all-that-is-interesting.com/isis-murders	Sovrn
manufacturing-engineering	0.433835	http://amomwithalessonplan.com/camping-with-kids	http://amomwithalessonplan.com/camping-with-kids	Sovrn
beverages	0.478819	http://cotedetexas.blogspot.com/2012/11/aidan-gray-contest-winnerfirst-place.html	http://cotedetexas.blogspot.com/2012/11/aidan-gray-contest-winnerfirst-place.html	Sovrn
actors	0.429597	http://eighteen25.blogspot.com/search/label/printables%20/%20disney	http://eighteen25.blogspot.com/search/label/printables%20/%20disney	Sovrn
home	0.542082	http://nine.tweettunnel.com/reverse2.php?textfield=Philly_mbatha	http://nine.tweettunnel.com/reverse2.php?textfield=Philly_mbatha	Sovrn
computers	0.54892	http://rockfordmugshots.com/mug/robbie-lee-sorenson-3	http://rockfordmugshots.com/mug/robbie-lee-sorenson-3	Sovrn
news-media	0.588832	http://six.tweettunnel.com/reverse2.php?textfield=chiba415	http://six.tweettunnel.com/reverse2.php?textfield=chiba415	Sovrn
celebrities	0.667177	http://starcasm.net/archives/280942	http://starcasm.net/archives/280942	Sovrn
movies	0.46972	http://necolebitchie.com/2008/03/events-dj-mars-celebrity-birthday-party-the-view/	http://necolebitchie.com/2008/03/events-dj-mars-celebrity-birthday-party-the-view/	Sovrn
consumer-electronics	0.54892	http://rockfordmugshots.com/mug/christopher-dashawn-smith-2	http://rockfordmugshots.com/mug/christopher-dashawn-smith-2	Sovrn
toys-games	0.667781	http://3boysandadog.com/2014/03/color-land-run-and-write-candy-land/	http://3boysandadog.com/2014/03/color-land-run-and-write-candy-land/	Sovrn
sci-fi	0.437409	http://accidentalepicurean.com/2009/08/tokyo-travel-%E2%80%93-why-i-love-this-crazy-city-of-tokyo/	http://accidentalepicurean.com/2009/08/tokyo-travel-%E2%80%93-why-i-love-this-crazy-city-of-tokyo/	Sovrn
beverages	0.516948	http://accidentalepicurean.com/2010/06/charming-little-steak-frites-restaurant-on-club-street-les-bouchons-singapore/	http://accidentalepicurean.com/2010/06/charming-little-steak-frites-restaurant-on-club-street-les-bouchons-singapore/	Sovrn
travel	0.581667	http://amandascookin.com/2008/09/cherry-cheesecake.html	http://amandascookin.com/2008/09/cherry-cheesecake.html	Sovrn
pets	0.600465	http://amomwithalessonplan.com/magazines/	http://amomwithalessonplan.com/magazines/	Sovrn
desserts	0.748535	http://ashleemarie.com/barbie-standing-guitar-cake/	http://ashleemarie.com/barbie-standing-guitar-cake/	Sovrn
chocolate	0.678809	http://ashleemarie.com/converse-shoe-birthday-cake/	http://ashleemarie.com/converse-shoe-birthday-cake/	Sovrn
parenting	0.488295	http://ashleemarie.com/make-your-own-personalized-ribbon/	http://ashleemarie.com/make-your-own-personalized-ribbon/	Sovrn
living	0.885001	http://ashleemarie.com/marriage-birth-certificate-family-wooden-puzzle/	http://ashleemarie.com/marriage-birth-certificate-family-wooden-puzzle/	Sovrn
fruit	0.732447	http://ashleemarie.com/pumpkin-pie-recipe/	http://ashleemarie.com/pumpkin-pie-recipe/	Sovrn
society	0.587727	http://brosome.com/miranda-kerr-struts-her-sexy-little-curves-in-lingerie/miranda-kerr-vs-lingerie-1-9/	http://brosome.com/miranda-kerr-struts-her-sexy-little-curves-in-lingerie/miranda-kerr-vs-lingerie-1-9/	Sovrn
fashion-models	0.694918	http://celebslam.celebuzz.com/2009/02/quickies-44.php	http://celebslam.celebuzz.com/2009/02/quickies-44.php	Sovrn
cooking-entertaining	0.542082	http://celebslam.celebuzz.com/category/kourtney-kardashian/index4.php	http://celebslam.celebuzz.com/category/kourtney-kardashian/index4.php	Sovrn
tv	0.420631	http://screencrush.com/source-code-sequel/	http://screencrush.com/source-code-sequel/	Sovrn
social-networking	0.58318	http://starcasm.net/archives/257786	http://starcasm.net/archives/257786	Sovrn
photography	0.476022	http://starcasm.net/archives/category/celebrities/kim-richards/page/5	http://starcasm.net/archives/category/celebrities/kim-richards/page/5	Sovrn
microsoft	0.681454	http://thecozyapron.com/category/appetizers/coca-cola-hot-wings-korean-bbq-style/	http://thecozyapron.com/category/appetizers/coca-cola-hot-wings-korean-bbq-style/	Sovrn
r-r	0.770011	http://two.tweettunnel.com/reverse2.php?textfield=shouanbunko	http://two.tweettunnel.com/reverse2.php?textfield=shouanbunko	Sovrn
personal-relationships	0.599814	http://two.tweettunnel.com/reverse2.php?textfield=shouanbunko	http://two.tweettunnel.com/reverse2.php?textfield=shouanbunko	Sovrn
cooking-entertaining	0.706632	http://walkingdead.wikia.com/wiki/Nick_%28Video_Game%29	http://walkingdead.wikia.com/wiki/Nick_%28Video_Game%29	Sovrn
android-apps	0.707271	http://www.dailymail.co.uk/femail/article-2316535/YouTube-cartoon-tries-answer-Whats-painful-child-birth-kick-testicles.html	http://dailymail.co.uk/femail/article-2316535/YouTube-cartoon-tries-answer-Whats-painful-child-birth-kick-testicles.html	Sovrn
literature-language	0.417144	http://411mania.com/movies/gossip-miranda-kerr-looks-lovely-in-australia/	http://411mania.com/movies/gossip-miranda-kerr-looks-lovely-in-australia/	Sovrn
hobbies	0.446959	http://all-that-is-interesting.com/	http://all-that-is-interesting.com/	Sovrn
appliances	0.453986	http://all-that-is-interesting.com/craziest-dictators	http://all-that-is-interesting.com/craziest-dictators	Sovrn
recreation	0.489853	http://all-that-is-interesting.com/six-most-interesting-facts-about-space	http://all-that-is-interesting.com/six-most-interesting-facts-about-space	Sovrn
art	0.569721	http://necolebitchie.com/2014/12/listen-to-k-michelles-anybody-wanna-buy-a-heart-album/	http://necolebitchie.com/2014/12/listen-to-k-michelles-anybody-wanna-buy-a-heart-album/	Sovrn
home	0.551305	http://all-that-is-interesting.com/7-creepy-abandoned-cities/2	http://all-that-is-interesting.com/7-creepy-abandoned-cities/2	Sovrn
health	0.55696	http://odili.net/news/source/2014/dec/2/503.html	http://odili.net/news/source/2014/dec/2/503.html	Sovrn
banks	0.527879	http://all-that-is-interesting.com/post/10862523843/the-8-most-painful-torture-devices-of-the-middle-ages/4	http://all-that-is-interesting.com/post/10862523843/the-8-most-painful-torture-devices-of-the-middle-ages/4	Sovrn
technology-companies	0.630353	http://necolebitchie.com/2014/page/75/	http://necolebitchie.com/2014/page/75/	Sovrn
news-media	0.540508	http://411mania.com/wrestling/411s-wwe-raw-report-09-13-04/	http://411mania.com/wrestling/411s-wwe-raw-report-09-13-04/	Sovrn
lighting	0.508289	http://accidentalepicurean.com/2009/08/gonpachi-in-roppongi-tokyo-the-kill-bill-restaurant/	http://accidentalepicurean.com/2009/08/gonpachi-in-roppongi-tokyo-the-kill-bill-restaurant/	Sovrn
fruits-vegetables	0.504132	http://accidentalepicurean.com/2012/12/something-new-travel-diary-from-vienna-day-1/	http://accidentalepicurean.com/2012/12/something-new-travel-diary-from-vienna-day-1/	Sovrn
vegetables	0.504132	http://accidentalepicurean.com/2012/12/something-new-travel-diary-from-vienna-day-1/	http://accidentalepicurean.com/2012/12/something-new-travel-diary-from-vienna-day-1/	Sovrn
holidays	0.915313	http://acultivatednest.com/category/money-management/	http://acultivatednest.com/category/money-management/	Sovrn
living	0.738081	http://acultivatednest.com/category/money-management/	http://acultivatednest.com/category/money-management/	Sovrn
society	0.890464	http://amandascookin.com/2009/08/chocolate-texas-sheet-cake.html	http://amandascookin.com/2009/08/chocolate-texas-sheet-cake.html	Sovrn
people	0.556685	http://andhrawatch.com/index.php/news-articles/52988-mahesh-babu-in-tears-for-kamal-hassan.html	http://andhrawatch.com/index.php/news-articles/52988-mahesh-babu-in-tears-for-kamal-hassan.html	Sovrn
snacks-appetizers	0.418286	http://ashleemarie.com/color-flow-airplane-cookies/	http://ashleemarie.com/color-flow-airplane-cookies/	Sovrn
